trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
1008,07:55:00,07:55:00,37005,3,0,0,1.6797
1008,07:57:00,07:57:00,37004,4,0,0,2.2430
1008,08:00:48,08:00:48,36998,5,0,0,5.4807
1008,08:06:00,08:06:00,36995,6,0,0,6.5265
1008,08:08:00,08:08:00,36994,7,0,0,6.7682
1008,08:10:00,08:10:00,37376,8,0,0,7.0114
1008,08:14:00,08:14:00,37378,9,0,0,7.5297
1008,08:18:00,08:18:00,39348,10,0,0,8.4032
1009,07:58:00,07:58:00,42673,1,0,0,0.0000
1009,08:00:00,08:00:00,38229,2,0,0,0.8201
1009,08:02:00,08:02:00,37005,3,0,0,1.6797
1009,08:04:00,08:04:00,37004,4,0,0,2.2430
1009,08:07:48,08:07:48,36998,5,0,0,5.4807
1009,08:13:00,08:13:00,36995,6,0,0,6.5265
1009,08:15:00,08:15:00,36994,7,0,0,6.7682
1009,08:17:00,08:17:00,37376,8,0,0,7.0114
1009,08:21:00,08:21:00,37378,9,0,0,7.5297
1009,08:25:00,08:25:00,39348,10,0,0,8.4032
1010,08:19:00,08:19:00,42673,1,0,0,0.0000
1010,08:21:00,08:21:00,38229,2,0,0,0.8201
1010,08:23:00,08:23:00,37005,3,0,0,1.6797
1010,08:25:00,08:25:00,37004,4,0,0,2.2430
1010,08:28:48,08:28:48,36998,5,0,0,5.4807
1010,08:34:00,08:34:00,36995,6,0,0,6.5265
1010,08:36:00,08:36:00,36994,7,0,0,6.7682
1010,08:38:00,08:38:00,37376,8,0,0,7.0114
1010,08:42:00,08:42:00,37378,9,0,0,7.5297
1010,08:46:00,08:46:00,39348,10,0,0,8.4032
1011,08:40:00,08:40:00,42673,1,0,0,0.0000
1011,08:42:00,08:42:00,38229,2,0,0,0.8201
1011,08:44:00,08:44:00,37005,3,0,0,1.6797
1011,08:46:00,08:46:00,37004,4,0,0,2.2430
1011,08:49:48,08:49:48,36998,5,0,0,5.4807
1011,08:55:00,08:55:00,36995,6,0,0,6.5265
1011,08:57:00,08:57:00,36994,7,0,0,6.7682
1011,08:59:00,08:59:00,37376,8,0,0,7.0114
1011,09:03:00,09:03:00,37378,9,0,0,7.5297
1011,09:07:00,09:07:00,39348,10,0,0,8.4032
1012,08:54:00,08:54:00,42673,1,0,0,0.0000
1012,08:56:00,08:56:00,38229,2,0,0,0.8201
1012,08:58:00,08:58:00,37005,3,0,0,1.6797
1012,09:00:00,09:00:00,37004,4,0,0,2.2430
1012,09:03:48,09:03:48,36998,5,0,0,5.4807
1012,09:09:00,09:09:00,36995,6,0,0,6.5265
1012,09:11:00,09:11:00,36994,7,0,0,6.7682
1012,09:13:00,09:13:00,37376,8,0,0,7.0114
1012,09:17:00,09:17:00,37378,9,0,0,7.5297
1012,09:21:00,09:21:00,39348,10,0,0,8.4032
1013,16:23:00,16:23:00,42673,1,0,0,0.0000
1013,16:25:00,16:25:00,38229,2,0,0,0.8201
1013,16:27:00,16:27:00,37005,3,0,0,1.6797
1013,16:29:00,16:29:00,37004,4,0,0,2.2430
1013,16:32:48,16:32:48,36998,5,0,0,5.4807
1013,16:38:00,16:38:00,36995,6,0,0,6.5265
1013,16:40:00,16:40:00,36994,7,0,0,6.7682
1013,16:42:00,16:42:00,37376,8,0,0,7.0114
1013,16:46:00,16:46:00,37378,9,0,0,7.5297
1013,16:50:00,16:50:00,39348,10,0,0,8.4032
1014,16:53:00,16:53:00,42673,1,0,0,0.0000
1014,16:55:00,16:55:00,38229,2,0,0,0.8201
1014,16:57:00,16:57:00,37005,3,0,0,1.6797
1014,16:59:00,16:59:00,37004,4,0,0,2.2430
1014,17:02:48,17:02:48,36998,5,0,0,5.4807
1014,17:08:00,17:08:00,36995,6,0,0,6.5265
1014,17:10:00,17:10:00,36994,7,0,0,6.7682
1014,17:12:00,17:12:00,37376,8,0,0,7.0114
1014,17:16:00,17:16:00,37378,9,0,0,7.5297
1014,17:20:00,17:20:00,39348,10,0,0,8.4032
1015,18:08:00,18:08:00,42673,1,0,0,0.0000
1015,18:10:00,18:10:00,38229,2,0,0,0.8201
1015,18:12:00,18:12:00,37005,3,0,0,1.6797
1015,18:14:00,18:14:00,37004,4,0,0,2.2430
1015,18:17:48,18:17:48,36998,5,0,0,5.4807
1015,18:23:00,18:23:00,36995,6,0,0,6.5265
1015,18:25:00,18:25:00,36994,7,0,0,6.7682
1015,18:27:00,18:27:00,37376,8,0,0,7.0114
1015,18:31:00,18:31:00,37378,9,0,0,7.5297
1015,18:35:00,18:35:00,39348,10,0,0,8.4032
1016,18:43:00,18:43:00,42673,1,0,0,0.0000
1016,18:45:00,18:45:00,38229,2,0,0,0.8201
1016,18:47:00,18:47:00,37005,3,0,0,1.6797
1016,18:49:00,18:49:00,37004,4,0,0,2.2430
1016,18:52:48,18:52:48,36998,5,0,0,5.4807
1016,18:58:00,18:58:00,36995,6,0,0,6.5265
1016,19:00:00,19:00:00,36994,7,0,0,6.7682
1016,19:02:00,19:02:00,37376,8,0,0,7.0114
1016,19:06:00,19:06:00,37378,9,0,0,7.5297
1016,19:10:00,19:10:00,39348,10,0,0,8.4032
1017,05:05:00,05:05:00,38579,1,0,0,0.0000
1017,05:07:00,05:07:00,38578,2,0,0,0.6354
1017,05:09:00,05:09:00,9878,3,0,0,1.2485
1017,05:12:00,05:12:00,17699,4,0,0,2.4025
1017,05:15:00,05:15:00,38442,5,0,0,3.5492
1017,05:16:00,05:16:00,38441,6,0,0,4.1547
1017,05:21:00,05:21:00,37378,7,0,0,5.2278
1017,05:23:00,05:23:00,37377,8,0,0,5.5193
1017,05:25:00,05:25:00,37376,9,0,0,5.7973
1017,05:27:00,05:27:00,36994,10,0,0,6.0405
1017,05:29:00,05:29:00,36995,11,0,0,6.2822
1017,05:31:00,05:31:00,36996,12,0,0,6.6739
1017,05:32:00,05:32:00,36997,13,0,0,6.9517
1017,05:35:00,05:35:00,36998,14,0,0,7.4475
1017,05:38:00,05:38:00,36999,15,0,0,8.2951
1017,05:40:00,05:40:00,37000,16,0,0,8.6369
1017,05:42:00,05:42:00,37001,17,0,0,9.2038
1018,05:19:00,05:19:00,38579,1,0,0,0.0000
1018,05:21:00,05:21:00,38578,2,0,0,0.6354
1018,05:23:00,05:23:00,9878,3,0,0,1.2485
1018,05:26:00,05:26:00,17699,4,0,0,2.4025
1018,05:29:00,05:29:00,38442,5,0,0,3.5492
1018,05:30:00,05:30:00,38441,6,0,0,4.1547
1018,05:35:00,05:35:00,37378,7,0,0,5.2278
1018,05:37:00,05:37:00,37377,8,0,0,5.5193
1018,05:39:00,05:39:00,37376,9,0,0,5.7973
1018,05:41:00,05:41:00,36994,10,0,0,6.0405
1018,05:43:00,05:43:00,36995,11,0,0,6.2822
1018,05:45:00,05:45:00,36996,12,0,0,6.6739
1018,05:46:00,05:46:00,36997,13,0,0,6.9517
1018,05:49:00,05:49:00,36998,14,0,0,7.4475
1018,05:52:00,05:52:00,36999,15,0,0,8.2951
1018,05:54:00,05:54:00,37000,16,0,0,8.6369
1018,05:56:00,05:56:00,37001,17,0,0,9.2038
1019,05:36:00,05:36:00,38579,1,0,0,0.0000
1019,05:38:00,05:38:00,38578,2,0,0,0.6354
1019,05:40:00,05:40:00,9878,3,0,0,1.2485
1019,05:43:00,05:43:00,17699,4,0,0,2.4025
1019,05:46:00,05:46:00,38442,5,0,0,3.5492
1019,05:47:00,05:47:00,38441,6,0,0,4.1547
1019,05:52:00,05:52:00,37378,7,0,0,5.2278
1019,05:54:00,05:54:00,37377,8,0,0,5.5193
1019,05:56:00,05:56:00,37376,9,0,0,5.7973
1019,05:58:00,05:58:00,36994,10,0,0,6.0405
1019,06:00:00,06:00:00,36995,11,0,0,6.2822
1019,06:02:00,06:02:00,36996,12,0,0,6.6739
1019,06:03:00,06:03:00,36997,13,0,0,6.9517
1019,06:06:00,06:06:00,36998,14,0,0,7.4475
1019,06:09:00,06:09:00,36999,15,0,0,8.2951
1019,06:11:00,06:11:00,37000,16,0,0,8.6369
1019,06:13:00,06:13:00,37001,17,0,0,9.2038
1020,05:50:00,05:50:00,38579,1,0,0,0.0000
1020,05:52:00,05:52:00,38578,2,0,0,0.6354
1020,05:54:00,05:54:00,9878,3,0,0,1.2485
1020,05:57:00,05:57:00,17699,4,0,0,2.4025
1020,06:00:00,06:00:00,38442,5,0,0,3.5492
1020,06:01:00,06:01:00,38441,6,0,0,4.1547
1020,06:06:00,06:06:00,37378,7,0,0,5.2278
1020,06:08:00,06:08:00,37377,8,0,0,5.5193
1020,06:10:00,06:10:00,37376,9,0,0,5.7973
1020,06:12:00,06:12:00,36994,10,0,0,6.0405
1020,06:14:00,06:14:00,36995,11,0,0,6.2822
1020,06:16:00,06:16:00,36996,12,0,0,6.6739
1020,06:17:00,06:17:00,36997,13,0,0,6.9517
1020,06:20:00,06:20:00,36998,14,0,0,7.4475
1020,06:23:00,06:23:00,36999,15,0,0,8.2951
1020,06:25:00,06:25:00,37000,16,0,0,8.6369
1020,06:27:00,06:27:00,37001,17,0,0,9.2038
1021,06:04:00,06:04:00,38579,1,0,0,0.0000
1021,06:06:00,06:06:00,38578,2,0,0,0.6354
1021,06:08:00,06:08:00,9878,3,0,0,1.2485
1021,06:11:00,06:11:00,17699,4,0,0,2.4025
1021,06:14:00,06:14:00,38442,5,0,0,3.5492
1021,06:15:00,06:15:00,38441,6,0,0,4.1547
1021,06:20:00,06:20:00,37378,7,0,0,5.2278
1021,06:22:00,06:22:00,37377,8,0,0,5.5193
1021,06:24:00,06:24:00,37376,9,0,0,5.7973
1021,06:26:00,06:26:00,36994,10,0,0,6.0405
1021,06:28:00,06:28:00,36995,11,0,0,6.2822
1021,06:30:00,06:30:00,36996,12,0,0,6.6739
1021,06:31:00,06:31:00,36997,13,0,0,6.9517
1021,06:34:00,06:34:00,36998,14,0,0,7.4475
1021,06:37:00,06:37:00,36999,15,0,0,8.2951
1021,06:39:00,06:39:00,37000,16,0,0,8.6369
1021,06:41:00,06:41:00,37001,17,0,0,9.2038
1022,06:13:00,06:13:00,38579,1,0,0,0.0000
1022,06:15:00,06:15:00,38578,2,0,0,0.6354
1022,06:17:00,06:17:00,9878,3,0,0,1.2485
1022,06:20:00,06:20:00,17699,4,0,0,2.4025
1022,06:23:00,06:23:00,38442,5,0,0,3.5492
1022,06:24:00,06:24:00,38441,6,0,0,4.1547
1022,06:29:00,06:29:00,37378,7,0,0,5.2278
1022,06:31:00,06:31:00,37377,8,0,0,5.5193
1022,06:33:00,06:33:00,37376,9,0,0,5.7973
1022,06:35:00,06:35:00,36994,10,0,0,6.0405
1022,06:37:00,06:37:00,36995,11,0,0,6.2822
1022,06:39:00,06:39:00,36996,12,0,0,6.6739
1022,06:40:00,06:40:00,36997,13,0,0,6.9517
1022,06:43:00,06:43:00,36998,14,0,0,7.4475
1022,06:46:00,06:46:00,36999,15,0,0,8.2951
1022,06:48:00,06:48:00,37000,16,0,0,8.6369
1022,06:50:00,06:50:00,37001,17,0,0,9.2038
1023,06:26:00,06:26:00,38579,1,0,0,0.0000
1023,06:28:00,06:28:00,38578,2,0,0,0.6354
1023,06:30:00,06:30:00,9878,3,0,0,1.2485
1023,06:33:00,06:33:00,17699,4,0,0,2.4025
1023,06:36:00,06:36:00,38442,5,0,0,3.5492
1023,06:37:00,06:37:00,38441,6,0,0,4.1547
1023,06:42:00,06:42:00,37378,7,0,0,5.2278
1023,06:44:00,06:44:00,37377,8,0,0,5.5193
1023,06:46:00,06:46:00,37376,9,0,0,5.7973
1023,06:48:00,06:48:00,36994,10,0,0,6.0405
1023,06:50:00,06:50:00,36995,11,0,0,6.2822
1023,06:52:00,06:52:00,36996,12,0,0,6.6739
1023,06:53:00,06:53:00,36997,13,0,0,6.9517
1023,06:56:00,06:56:00,36998,14,0,0,7.4475
1023,06:59:00,06:59:00,36999,15,0,0,8.2951
1023,07:01:00,07:01:00,37000,16,0,0,8.6369
1023,07:03:00,07:03:00,37001,17,0,0,9.2038
1024,06:36:00,06:36:00,38579,1,0,0,0.0000
1024,06:38:00,06:38:00,38578,2,0,0,0.6354
1024,06:40:00,06:40:00,9878,3,0,0,1.2485
1024,06:43:00,06:43:00,17699,4,0,0,2.4025
1024,06:46:00,06:46:00,38442,5,0,0,3.5492
1024,06:47:00,06:47:00,38441,6,0,0,4.1547
1024,06:52:00,06:52:00,37378,7,0,0,5.2278
1024,06:54:00,06:54:00,37377,8,0,0,5.5193
1024,06:56:00,06:56:00,37376,9,0,0,5.7973
1024,06:58:00,06:58:00,36994,10,0,0,6.0405
1024,07:00:00,07:00:00,36995,11,0,0,6.2822
1024,07:02:00,07:02:00,36996,12,0,0,6.6739
1024,07:03:00,07:03:00,36997,13,0,0,6.9517
1024,07:06:00,07:06:00,36998,14,0,0,7.4475
1024,07:09:00,07:09:00,36999,15,0,0,8.2951
1024,07:11:00,07:11:00,37000,16,0,0,8.6369
1024,07:13:00,07:13:00,37001,17,0,0,9.2038
1025,06:48:00,06:48:00,38579,1,0,0,0.0000
1025,06:50:00,06:50:00,38578,2,0,0,0.6354
1025,06:52:00,06:52:00,9878,3,0,0,1.2485
1025,06:55:00,06:55:00,17699,4,0,0,2.4025
1025,06:58:00,06:58:00,38442,5,0,0,3.5492
1025,06:59:00,06:59:00,38441,6,0,0,4.1547
1025,07:04:00,07:04:00,37378,7,0,0,5.2278
1025,07:06:00,07:06:00,37377,8,0,0,5.5193
1025,07:08:00,07:08:00,37376,9,0,0,5.7973
1025,07:10:00,07:10:00,36994,10,0,0,6.0405
1025,07:12:00,07:12:00,36995,11,0,0,6.2822
1025,07:14:00,07:14:00,36996,12,0,0,6.6739
1025,07:15:00,07:15:00,36997,13,0,0,6.9517
1025,07:18:00,07:18:00,36998,14,0,0,7.4475
1025,07:21:00,07:21:00,36999,15,0,0,8.2951
1025,07:23:00,07:23:00,37000,16,0,0,8.6369
1025,07:25:00,07:25:00,37001,17,0,0,9.2038
1026,07:02:00,07:02:00,38579,1,0,0,0.0000
1026,07:04:00,07:04:00,38578,2,0,0,0.6354
1026,07:06:00,07:06:00,9878,3,0,0,1.2485
1026,07:09:00,07:09:00,17699,4,0,0,2.4025
1026,07:12:00,07:12:00,38442,5,0,0,3.5492
1026,07:13:00,07:13:00,38441,6,0,0,4.1547
1026,07:18:00,07:18:00,37378,7,0,0,5.2278
1026,07:20:00,07:20:00,37377,8,0,0,5.5193
1026,07:22:00,07:22:00,37376,9,0,0,5.7973
1026,07:24:00,07:24:00,36994,10,0,0,6.0405
1026,07:26:00,07:26:00,36995,11,0,0,6.2822
1026,07:28:00,07:28:00,36996,12,0,0,6.6739
1026,07:29:00,07:29:00,36997,13,0,0,6.9517
1026,07:32:00,07:32:00,36998,14,0,0,7.4475
1026,07:35:00,07:35:00,36999,15,0,0,8.2951
1026,07:37:00,07:37:00,37000,16,0,0,8.6369
1026,07:39:00,07:39:00,37001,17,0,0,9.2038
1027,07:12:00,07:12:00,38579,1,0,0,0.0000
1027,07:14:00,07:14:00,38578,2,0,0,0.6354
1027,07:16:00,07:16:00,9878,3,0,0,1.2485
1027,07:19:00,07:19:00,17699,4,0,0,2.4025
1027,07:22:00,07:22:00,38442,5,0,0,3.5492
1027,07:23:00,07:23:00,38441,6,0,0,4.1547
1027,07:28:00,07:28:00,37378,7,0,0,5.2278
1027,07:30:00,07:30:00,37377,8,0,0,5.5193
1027,07:32:00,07:32:00,37376,9,0,0,5.7973
1027,07:34:00,07:34:00,36994,10,0,0,6.0405
1027,07:36:00,07:36:00,36995,11,0,0,6.2822
1027,07:38:00,07:38:00,36996,12,0,0,6.6739
1027,07:39:00,07:39:00,36997,13,0,0,6.9517
1027,07:42:00,07:42:00,36998,14,0,0,7.4475
1027,07:45:00,07:45:00,36999,15,0,0,8.2951
1027,07:47:00,07:47:00,37000,16,0,0,8.6369
1027,07:49:00,07:49:00,37001,17,0,0,9.2038
1028,07:25:00,07:25:00,38579,1,0,0,0.0000
1028,07:27:00,07:27:00,38578,2,0,0,0.6354
1028,07:29:00,07:29:00,9878,3,0,0,1.2485
1028,07:32:00,07:32:00,17699,4,0,0,2.4025
1028,07:35:00,07:35:00,38442,5,0,0,3.5492
1028,07:36:00,07:36:00,38441,6,0,0,4.1547
1028,07:41:00,07:41:00,37378,7,0,0,5.2278
1028,07:43:00,07:43:00,37377,8,0,0,5.5193
1028,07:45:00,07:45:00,37376,9,0,0,5.7973
1028,07:47:00,07:47:00,36994,10,0,0,6.0405
1028,07:49:00,07:49:00,36995,11,0,0,6.2822
1028,07:51:00,07:51:00,36996,12,0,0,6.6739
1028,07:52:00,07:52:00,36997,13,0,0,6.9517
1028,07:55:00,07:55:00,36998,14,0,0,7.4475
1028,07:58:00,07:58:00,36999,15,0,0,8.2951
1028,08:00:00,08:00:00,37000,16,0,0,8.6369
1028,08:02:00,08:02:00,37001,17,0,0,9.2038
1029,07:37:00,07:37:00,38579,1,0,0,0.0000
1029,07:39:00,07:39:00,38578,2,0,0,0.6354
1029,07:41:00,07:41:00,9878,3,0,0,1.2485
1029,07:44:00,07:44:00,17699,4,0,0,2.4025
1029,07:47:00,07:47:00,38442,5,0,0,3.5492
1029,07:48:00,07:48:00,38441,6,0,0,4.1547
1029,07:53:00,07:53:00,37378,7,0,0,5.2278
1029,07:55:00,07:55:00,37377,8,0,0,5.5193
1029,07:57:00,07:57:00,37376,9,0,0,5.7973
1029,07:59:00,07:59:00,36994,10,0,0,6.0405
1029,08:01:00,08:01:00,36995,11,0,0,6.2822
1029,08:03:00,08:03:00,36996,12,0,0,6.6739
1029,08:04:00,08:04:00,36997,13,0,0,6.9517
1029,08:07:00,08:07:00,36998,14,0,0,7.4475
1029,08:10:00,08:10:00,36999,15,0,0,8.2951
1029,08:12:00,08:12:00,37000,16,0,0,8.6369
1029,08:14:00,08:14:00,37001,17,0,0,9.2038
1030,07:44:00,07:44:00,38579,1,0,0,0.0000
1030,07:46:00,07:46:00,38578,2,0,0,0.6354
1030,07:48:00,07:48:00,9878,3,0,0,1.2485
1030,07:51:00,07:51:00,17699,4,0,0,2.4025
1030,07:54:00,07:54:00,38442,5,0,0,3.5492
1030,07:55:00,07:55:00,38441,6,0,0,4.1547
1030,08:00:00,08:00:00,37378,7,0,0,5.2278
1030,08:02:00,08:02:00,37377,8,0,0,5.5193
1030,08:04:00,08:04:00,37376,9,0,0,5.7973
1030,08:06:00,08:06:00,36994,10,0,0,6.0405
1030,08:08:00,08:08:00,36995,11,0,0,6.2822
1030,08:10:00,08:10:00,36996,12,0,0,6.6739
1030,08:11:00,08:11:00,36997,13,0,0,6.9517
1030,08:14:00,08:14:00,36998,14,0,0,7.4475
1030,08:17:00,08:17:00,36999,15,0,0,8.2951
1030,08:19:00,08:19:00,37000,16,0,0,8.6369
1030,08:21:00,08:21:00,37001,17,0,0,9.2038
1031,07:56:00,07:56:00,38579,1,0,0,0.0000
1031,07:58:00,07:58:00,38578,2,0,0,0.6354
1031,08:00:00,08:00:00,9878,3,0,0,1.2485
1031,08:03:00,08:03:00,17699,4,0,0,2.4025
1031,08:06:00,08:06:00,38442,5,0,0,3.5492
1031,08:07:00,08:07:00,38441,6,0,0,4.1547
1031,08:12:00,08:12:00,37378,7,0,0,5.2278
1031,08:14:00,08:14:00,37377,8,0,0,5.5193
1031,08:16:00,08:16:00,37376,9,0,0,5.7973
1031,08:18:00,08:18:00,36994,10,0,0,6.0405
1031,08:20:00,08:20:00,36995,11,0,0,6.2822
1031,08:22:00,08:22:00,36996,12,0,0,6.6739
1031,08:23:00,08:23:00,36997,13,0,0,6.9517
1031,08:26:00,08:26:00,36998,14,0,0,7.4475
1031,08:29:00,08:29:00,36999,15,0,0,8.2951
1031,08:31:00,08:31:00,37000,16,0,0,8.6369
1031,08:33:00,08:33:00,37001,17,0,0,9.2038
1032,08:02:00,08:02:00,38579,1,0,0,0.0000
1032,08:04:00,08:04:00,38578,2,0,0,0.6354
1032,08:06:00,08:06:00,9878,3,0,0,1.2485
1032,08:09:00,08:09:00,17699,4,0,0,2.4025
1032,08:12:00,08:12:00,38442,5,0,0,3.5492
1032,08:13:00,08:13:00,38441,6,0,0,4.1547
1032,08:18:00,08:18:00,37378,7,0,0,5.2278
1032,08:20:00,08:20:00,37377,8,0,0,5.5193
1032,08:22:00,08:22:00,37376,9,0,0,5.7973
1032,08:24:00,08:24:00,36994,10,0,0,6.0405
1032,08:26:00,08:26:00,36995,11,0,0,6.2822
1032,08:28:00,08:28:00,36996,12,0,0,6.6739
1032,08:29:00,08:29:00,36997,13,0,0,6.9517
1032,08:32:00,08:32:00,36998,14,0,0,7.4475
1032,08:35:00,08:35:00,36999,15,0,0,8.2951
1032,08:37:00,08:37:00,37000,16,0,0,8.6369
1032,08:39:00,08:39:00,37001,17,0,0,9.2038
1033,08:14:00,08:14:00,38579,1,0,0,0.0000
1033,08:16:00,08:16:00,38578,2,0,0,0.6354
1033,08:18:00,08:18:00,9878,3,0,0,1.2485
1033,08:21:00,08:21:00,17699,4,0,0,2.4025
1033,08:24:00,08:24:00,38442,5,0,0,3.5492
1033,08:25:00,08:25:00,38441,6,0,0,4.1547
1033,08:30:00,08:30:00,37378,7,0,0,5.2278
1033,08:32:00,08:32:00,37377,8,0,0,5.5193
1033,08:34:00,08:34:00,37376,9,0,0,5.7973
1033,08:36:00,08:36:00,36994,10,0,0,6.0405
1033,08:38:00,08:38:00,36995,11,0,0,6.2822
1033,08:40:00,08:40:00,36996,12,0,0,6.6739
1033,08:41:00,08:41:00,36997,13,0,0,6.9517
1033,08:44:00,08:44:00,36998,14,0,0,7.4475
1033,08:47:00,08:47:00,36999,15,0,0,8.2951
1033,08:49:00,08:49:00,37000,16,0,0,8.6369
1033,08:51:00,08:51:00,37001,17,0,0,9.2038
1034,08:22:00,08:22:00,38579,1,0,0,0.0000
1034,08:24:00,08:24:00,38578,2,0,0,0.6354
1034,08:26:00,08:26:00,9878,3,0,0,1.2485
1034,08:29:00,08:29:00,17699,4,0,0,2.4025
1034,08:32:00,08:32:00,38442,5,0,0,3.5492
1034,08:33:00,08:33:00,38441,6,0,0,4.1547
1034,08:38:00,08:38:00,37378,7,0,0,5.2278
1034,08:40:00,08:40:00,37377,8,0,0,5.5193
1034,08:42:00,08:42:00,37376,9,0,0,5.7973
1034,08:44:00,08:44:00,36994,10,0,0,6.0405
1034,08:46:00,08:46:00,36995,11,0,0,6.2822
1034,08:48:00,08:48:00,36996,12,0,0,6.6739
1034,08:49:00,08:49:00,36997,13,0,0,6.9517
1034,08:52:00,08:52:00,36998,14,0,0,7.4475
1034,08:55:00,08:55:00,36999,15,0,0,8.2951
1034,08:57:00,08:57:00,37000,16,0,0,8.6369
1034,08:59:00,08:59:00,37001,17,0,0,9.2038
1035,08:30:00,08:30:00,38579,1,0,0,0.0000
1035,08:32:00,08:32:00,38578,2,0,0,0.6354
1035,08:34:00,08:34:00,9878,3,0,0,1.2485
1035,08:37:00,08:37:00,17699,4,0,0,2.4025
1035,08:40:00,08:40:00,38442,5,0,0,3.5492
1035,08:41:00,08:41:00,38441,6,0,0,4.1547
1035,08:46:00,08:46:00,37378,7,0,0,5.2278
1035,08:48:00,08:48:00,37377,8,0,0,5.5193
1035,08:50:00,08:50:00,37376,9,0,0,5.7973
1035,08:52:00,08:52:00,36994,10,0,0,6.0405
1035,08:54:00,08:54:00,36995,11,0,0,6.2822
1035,08:56:00,08:56:00,36996,12,0,0,6.6739
1035,08:57:00,08:57:00,36997,13,0,0,6.9517
1035,09:00:00,09:00:00,36998,14,0,0,7.4475
1035,09:03:00,09:03:00,36999,15,0,0,8.2951
1035,09:05:00,09:05:00,37000,16,0,0,8.6369
1035,09:07:00,09:07:00,37001,17,0,0,9.2038
1036,08:41:00,08:41:00,38579,1,0,0,0.0000
1036,08:43:00,08:43:00,38578,2,0,0,0.6354
1036,08:45:00,08:45:00,9878,3,0,0,1.2485
1036,08:48:00,08:48:00,17699,4,0,0,2.4025
1036,08:51:00,08:51:00,38442,5,0,0,3.5492
1036,08:52:00,08:52:00,38441,6,0,0,4.1547
1036,08:57:00,08:57:00,37378,7,0,0,5.2278
1036,08:59:00,08:59:00,37377,8,0,0,5.5193
1036,09:01:00,09:01:00,37376,9,0,0,5.7973
1036,09:03:00,09:03:00,36994,10,0,0,6.0405
1036,09:05:00,09:05:00,36995,11,0,0,6.2822
1036,09:07:00,09:07:00,36996,12,0,0,6.6739
1036,09:08:00,09:08:00,36997,13,0,0,6.9517
1036,09:11:00,09:11:00,36998,14,0,0,7.4475
1036,09:14:00,09:14:00,36999,15,0,0,8.2951
1036,09:16:00,09:16:00,37000,16,0,0,8.6369
1036,09:18:00,09:18:00,37001,17,0,0,9.2038
1037,08:53:00,08:53:00,38579,1,0,0,0.0000
1037,08:55:00,08:55:00,38578,2,0,0,0.6354
1037,08:57:00,08:57:00,9878,3,0,0,1.2485
1037,09:00:00,09:00:00,17699,4,0,0,2.4025
1037,09:03:00,09:03:00,38442,5,0,0,3.5492
1037,09:04:00,09:04:00,38441,6,0,0,4.1547
1037,09:09:00,09:09:00,37378,7,0,0,5.2278
1037,09:11:00,09:11:00,37377,8,0,0,5.5193
1037,09:13:00,09:13:00,37376,9,0,0,5.7973
1037,09:15:00,09:15:00,36994,10,0,0,6.0405
1037,09:17:00,09:17:00,36995,11,0,0,6.2822
1037,09:19:00,09:19:00,36996,12,0,0,6.6739
1037,09:20:00,09:20:00,36997,13,0,0,6.9517
1037,09:23:00,09:23:00,36998,14,0,0,7.4475
1037,09:26:00,09:26:00,36999,15,0,0,8.2951
1037,09:28:00,09:28:00,37000,16,0,0,8.6369
1037,09:30:00,09:30:00,37001,17,0,0,9.2038
1038,09:01:00,09:01:00,38579,1,0,0,0.0000
1038,09:03:00,09:03:00,38578,2,0,0,0.6354
1038,09:05:00,09:05:00,9878,3,0,0,1.2485
1038,09:08:00,09:08:00,17699,4,0,0,2.4025
1038,09:11:00,09:11:00,38442,5,0,0,3.5492
1038,09:12:00,09:12:00,38441,6,0,0,4.1547
1038,09:17:00,09:17:00,37378,7,0,0,5.2278
1038,09:19:00,09:19:00,37377,8,0,0,5.5193
1038,09:21:00,09:21:00,37376,9,0,0,5.7973
1038,09:23:00,09:23:00,36994,10,0,0,6.0405
1038,09:25:00,09:25:00,36995,11,0,0,6.2822
1038,09:27:00,09:27:00,36996,12,0,0,6.6739
1038,09:28:00,09:28:00,36997,13,0,0,6.9517
1038,09:31:00,09:31:00,36998,14,0,0,7.4475
1038,09:34:00,09:34:00,36999,15,0,0,8.2951
1038,09:36:00,09:36:00,37000,16,0,0,8.6369
1038,09:38:00,09:38:00,37001,17,0,0,9.2038
1039,09:14:00,09:14:00,38579,1,0,0,0.0000
1039,09:16:00,09:16:00,38578,2,0,0,0.6354
1039,09:18:00,09:18:00,9878,3,0,0,1.2485
1039,09:21:00,09:21:00,17699,4,0,0,2.4025
1039,09:24:00,09:24:00,38442,5,0,0,3.5492
1039,09:25:00,09:25:00,38441,6,0,0,4.1547
1039,09:30:00,09:30:00,37378,7,0,0,5.2278
1039,09:32:00,09:32:00,37377,8,0,0,5.5193
1039,09:34:00,09:34:00,37376,9,0,0,5.7973
1039,09:36:00,09:36:00,36994,10,0,0,6.0405
1039,09:38:00,09:38:00,36995,11,0,0,6.2822
1039,09:40:00,09:40:00,36996,12,0,0,6.6739
1039,09:41:00,09:41:00,36997,13,0,0,6.9517
1039,09:44:00,09:44:00,36998,14,0,0,7.4475
1039,09:47:00,09:47:00,36999,15,0,0,8.2951
1039,09:49:00,09:49:00,37000,16,0,0,8.6369
1039,09:51:00,09:51:00,37001,17,0,0,9.2038
1040,09:24:00,09:24:00,38579,1,0,0,0.0000
1040,09:26:00,09:26:00,38578,2,0,0,0.6354
